เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,ราคา,คลาสของขวัญ
0,7,13,38,100,แม่และเด็ก
0,7,13,38.02,100,แม่และเด็ก
0,7,13,34.32,100,แม่และเด็ก
0,7,13,38.03,100,แม่และเด็ก
0,7,24,38,500,แม่และเด็ก
0,7,24,38.02,500,แม่และเด็ก
0,7,24,34.32,500,แม่และเด็ก
0,7,24,38.03,500,แม่และเด็ก
0,7,25,38,1000,แม่และเด็ก
0,7,25,38.02,1000,แม่และเด็ก
0,7,25,34.32,1000,แม่และเด็ก
0,7,25,38.03,1000,แม่และเด็ก
1,7,13,38,100,แม่และเด็ก
1,7,13,38.02,100,แม่และเด็ก
1,7,13,34.32,100,แม่และเด็ก
1,7,13,38.03,100,แม่และเด็ก
1,7,24,38,500,แม่และเด็ก
1,7,24,38.02,500,แม่และเด็ก
1,7,24,34.32,500,แม่และเด็ก
1,7,24,38.03,500,แม่และเด็ก
1,7,25,38,1000,แม่และเด็ก
1,7,25,38.02,1000,แม่และเด็ก
1,7,25,34.32,1000,แม่และเด็ก
1,7,25,38.03,1000,แม่และเด็ก
0,12,13,34.05,100,อาหารเสริมเพื่อสุขภาพ
0,12,13,34.06,100,อาหารเสริมเพื่อสุขภาพ
0,12,13,34.07,100,อาหารเสริมเพื่อสุขภาพ
0,12,13,34.04,100,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.05,500,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.06,500,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.07,500,อาหารเสริมเพื่อสุขภาพ
0,12,24,34.04,500,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.05,1000,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.06,1000,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.07,1000,อาหารเสริมเพื่อสุขภาพ
0,12,22,34.04,1000,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.19,100,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.2,100,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.21,100,อาหารเสริมเพื่อสุขภาพ
1,12,13,34.18,100,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.19,500,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.2,500,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.21,500,อาหารเสริมเพื่อสุขภาพ
1,12,24,34.18,500,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.19,1000,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.2,1000,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.21,1000,อาหารเสริมเพื่อสุขภาพ
1,12,22,34.18,1000,อาหารเสริมเพื่อสุขภาพ
2,12,13,34.05,100,อาหารเสริมเพื่อสุขภาพ
2,12,13,34.06,100,อาหารเสริมเพื่อสุขภาพ
2,12,13,34.07,100,อาหารเสริมเพื่อสุขภาพ
2,12,13,34.04,100,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.05,500,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.06,500,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.07,500,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.04,500,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.05,1000,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.06,1000,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.07,1000,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.04,1000,อาหารเสริมเพื่อสุขภาพ
0,9,13,39,100,เสื้อผ้าแฟชั่น
0,9,13,35.04,100,เสื้อผ้าแฟชั่น
0,9,13,38.01,100,เสื้อผ้าแฟชั่น
0,9,13,34.03,100,เสื้อผ้าแฟชั่น
0,9,13,34.33,500,เสื้อผ้าแฟชั่น
0,9,13,26,500,เสื้อผ้าแฟชั่น
0,9,24,39,500,เสื้อผ้าแฟชั่น
0,9,24,35.04,500,เสื้อผ้าแฟชั่น
0,9,24,38,500,เสื้อผ้าแฟชั่น
0,9,24,34.22,1000,เสื้อผ้าแฟชั่น
0,9,24,34.33,1000,เสื้อผ้าแฟชั่น
0,9,24,26,1000,เสื้อผ้าแฟชั่น
0,9,18,26,1000,เสื้อผ้าแฟชั่น
0,9,19,39,1000,เสื้อผ้าแฟชั่น
0,9,19,35.04,5000,เสื้อผ้าแฟชั่น
0,9,19,38,5000,เสื้อผ้าแฟชั่น
0,9,19,34.22,5000,เสื้อผ้าแฟชั่น
0,9,19,34.33,5000,เสื้อผ้าแฟชั่น
0,9,19,26,5000,เสื้อผ้าแฟชั่น
0,9,14,39,10000,เสื้อผ้าแฟชั่น
0,9,14,26,10000,เสื้อผ้าแฟชั่น
0,9,25,39,10000,เสื้อผ้าแฟชั่น
0,9,25,35.04,10000,เสื้อผ้าแฟชั่น
0,9,25,38,25000,เสื้อผ้าแฟชั่น
0,9,25,34.22,25000,เสื้อผ้าแฟชั่น
0,9,25,34.33,25000,เสื้อผ้าแฟชั่น
0,9,25,26,25000,เสื้อผ้าแฟชั่น
1,9,13,39,25000,เสื้อผ้าแฟชั่น
1,9,13,35.04,25000,เสื้อผ้าแฟชั่น
1,9,13,38,25000,เสื้อผ้าแฟชั่น
1,9,13,34.22,25000,เสื้อผ้าแฟชั่น
1,9,13,34.33,10000,เสื้อผ้าแฟชั่น
1,9,13,26,10000,เสื้อผ้าแฟชั่น
1,9,24,39,10000,เสื้อผ้าแฟชั่น
1,9,24,35.04,10000,เสื้อผ้าแฟชั่น
1,9,24,38,10000,เสื้อผ้าแฟชั่น
1,9,24,34.22,5000,เสื้อผ้าแฟชั่น
1,9,24,34.33,5000,เสื้อผ้าแฟชั่น
1,9,24,26,5000,เสื้อผ้าแฟชั่น
1,9,18,26,5000,เสื้อผ้าแฟชั่น
1,9,19,39,5000,เสื้อผ้าแฟชั่น
1,9,19,35.04,1000,เสื้อผ้าแฟชั่น
1,9,19,38,1000,เสื้อผ้าแฟชั่น
1,9,19,34.22,1000,เสื้อผ้าแฟชั่น
1,9,19,34.33,1000,เสื้อผ้าแฟชั่น
1,9,19,26,1000,เสื้อผ้าแฟชั่น
1,9,14,39,500,เสื้อผ้าแฟชั่น
1,9,14,26,500,เสื้อผ้าแฟชั่น
1,9,25,39,500,เสื้อผ้าแฟชั่น
1,9,25,35.04,500,เสื้อผ้าแฟชั่น
1,9,25,38,100,เสื้อผ้าแฟชั่น
1,9,25,34.22,100,เสื้อผ้าแฟชั่น
